LoanID,PoolID,BorrowerID,VehicleKey,GeoKey,ServicerID,OriginationDateKey,OriginationDate,OriginalLoanAmount,CurrentBalance,InterestRate,OriginalTerm,RemainingTerm,MonthsOnBook,LTV_Current,DTI_Ratio,CIBIL_Score_Orig,CIBIL_Score_Current,CIBILBand_Curr,DelinquencyDays,DPD_Bucket,IFRS9_Stage,PD_Estimate,LGD_Estimate,EAD,ECL_Provision,IsDefaulted,LossAmount,RecoveryAmount,NetLoss,PrepaymentAmount
L2400103,ZAAUTO2024-1,B2400103,0,0,SRV-ICICI,20230430,2023-04-30,618211.52,314866.0,9.58,36,18,18,81.41,20.01,718,695,Prime,0,Current,1,0.085986,0.459021,314866.0,12427.5,False,0.0,0.0,0.0,0.0
L2400104,ZAAUTO2024-1,B2400104,6,3,SRV-ICICI,20231230,2023-12-30,2039917.39,1752324.6,13.21,72,62,10,84.93,42.18,869,858,Excellent,0,Current,1,0.004445,0.389024,1752324.6,3030.19,False,0.0,0.0,0.0,0.0
L2400105,ZAAUTO2024-1,B2400105,5,3,SRV-ICICI,20230430,2023-04-30,1651482.72,1259836.93,9.89,72,54,18,69.66,34.9,810,832,Excellent,0,Current,1,0.005122,0.340886,1259836.93,2199.77,False,0.0,0.0,0.0,0.0
L2400106,ZAAUTO2024-1,B2400106,6,14,SRV-HDFC,20220430,2022-04-30,1442184.98,786457.4,11.92,60,30,30,77.21,28.0,706,718,Super Prime,0,Current,1,0.052409,0.325614,786457.4,13421.08,False,0.0,0.0,0.0,0.0
L2400107,ZAAUTO2024-1,B2400107,5,9,SRV-BAJAJ,20210730,2021-07-30,819658.5,405885.68,8.41,72,33,39,80.24,47.42,719,724,Super Prime,0,Current,1,0.04521,0.506165,405885.68,9288.13,False,0.0,0.0,0.0,0.0
L2400108,ZAAUTO2024-1,B2400108,0,9,SRV-BAJAJ,20210630,2021-06-30,2111627.19,1230244.33,10.41,84,44,40,74.33,42.88,740,740,Super Prime,0,Current,1,0.029848,0.321103,1230244.33,11790.95,False,0.0,0.0,0.0,0.0
L2400109,ZAAUTO2024-1,B2400109,1,14,SRV-ICICI,20210630,2021-06-30,724915.18,73528.46,11.65,48,8,40,74.56,34.8,844,892,Excellent,0,Current,1,0.004132,0.257694,73528.46,78.3,False,0.0,0.0,0.0,67963.87
L2400110,ZAAUTO2024-1,B2400110,5,8,SRV-ICICI,20230430,2023-04-30,1418428.58,475690.08,12.51,36,18,18,62.58,19.01,788,787,Excellent,0,Current,1,0.009462,0.350647,475690.08,1578.29,False,0.0,0.0,0.0,274869.7
L2400111,ZAAUTO2024-1,B2400111,2,6,SRV-ICICI,20221230,2022-12-30,596219.91,436182.75,12.58,72,50,22,83.59,47.71,804,768,Excellent,0,Current,1,0.014458,0.413169,436182.75,2605.62,False,0.0,0.0,0.0,0.0
L2400112,ZAAUTO2024-1,B2400112,3,13,SRV-BAJAJ,20220630,2022-06-30,925898.78,225730.51,12.84,36,8,28,54.66,28.01,734,691,Prime,0,Current,1,0.092393,0.28589,225730.51,5962.51,False,0.0,0.0,0.0,0.0
L2400113,ZAAUTO2024-1,B2400113,3,13,SRV-HDFC,20240330,2024-03-30,934920.21,355349.72,11.25,48,41,7,73.45,28.37,805,819,Excellent,0,Current,1,0.005779,0.305822,355349.72,627.99,False,0.0,0.0,0.0,449460.44
L2400114,ZAAUTO2024-1,B2400114,6,3,SRV-BAJAJ,20211130,2021-11-30,896796.34,27010.94,9.27,36,1,35,60.64,44.7,747,727,Super Prime,0,Current,1,0.041905,0.38978,27010.94,441.18,False,0.0,0.0,0.0,0.0
L2400115,ZAAUTO2024-1,B2400115,0,0,SRV-HDFC,20230530,2023-05-30,1766851.17,1151290.23,8.85,48,31,17,83.85,21.17,787,789,Excellent,0,Current,1,0.009096,0.376918,1151290.23,3947.28,False,0.0,0.0,0.0,0.0
L2400116,ZAAUTO2024-1,B2400116,4,12,SRV-ICICI,20230330,2023-03-30,1044041.1,643757.74,9.47,48,29,19,67.57,23.89,759,749,Super Prime,0,Current,1,0.023513,0.289807,643757.74,4386.67,False,0.0,0.0,0.0,0.0
L2400117,ZAAUTO2024-1,B2400117,8,4,SRV-BAJAJ,20231230,2023-12-30,588044.04,482317.81,8.96,60,50,10,59.6,33.57,631,638,Near Prime,0,Current,1,0.159693,0.316454,482317.81,24374.21,False,0.0,0.0,0.0,0.0
L2400118,ZAAUTO2024-1,B2400118,6,5,SRV-BAJAJ,20210730,2021-07-30,831920.85,198026.73,8.73,60,21,39,80.15,36.99,667,669,Prime,0,Current,1,0.126252,0.319008,198026.73,7975.63,False,0.0,0.0,0.0,124779.81
L2400119,ZAAUTO2024-1,B2400119,7,6,SRV-ICICI,20230730,2023-07-30,2258801.04,1455126.61,13.06,72,57,15,63.01,28.16,619,581,Subprime,0,Current,1,0.180404,0.305181,1455126.61,80113.12,False,0.0,0.0,0.0,390797.46
L2400120,ZAAUTO2024-1,B2400120,1,13,SRV-BAJAJ,20220530,2022-05-30,645203.0,268601.14,8.74,48,19,29,84.27,34.42,673,686,Prime,0,Current,1,0.100418,0.404307,268601.14,10905.1,False,0.0,0.0,0.0,0.0
L2400121,ZAAUTO2024-1,B2400121,6,11,SRV-BAJAJ,20230330,2023-03-30,1335307.95,658205.8,12.43,36,17,19,87.45,19.44,750,771,Excellent,0,Current,1,0.013451,0.440627,658205.8,3901.22,False,0.0,0.0,0.0,0.0
L2400122,ZAAUTO2024-1,B2400122,9,11,SRV-ICICI,20230730,2023-07-30,475512.96,189030.19,10.13,48,33,15,41.55,31.12,794,854,Excellent,0,Current,1,0.004513,0.373724,189030.19,318.84,False,0.0,0.0,0.0,148118.98
L2400123,ZAAUTO2024-1,B2400123,7,11,SRV-HDFC,20211230,2021-12-30,855588.82,283885.16,13.52,48,14,34,62.71,37.87,847,826,Excellent,4,1-29 DPD,1,0.005388,0.411721,283885.16,629.79,False,0.0,0.0,0.0,0.0
L2400124,ZAAUTO2024-1,B2400124,9,8,SRV-BAJAJ,20221030,2022-10-30,1106883.56,772849.82,10.66,72,48,24,70.19,49.15,826,781,Excellent,0,Current,1,0.010719,0.357228,772849.82,2959.3,False,0.0,0.0,0.0,0.0
L2400125,ZAAUTO2024-1,B2400125,4,13,SRV-ICICI,20210630,2021-06-30,1112253.08,0.0,11.7,36,0,40,70.48,24.83,758,774,Excellent,0,Current,1,0.012537,0.377905,0.0,0.0,False,0.0,0.0,0.0,0.0
L2400126,ZAAUTO2024-1,B2400126,4,14,SRV-HDFC,20210630,2021-06-30,1946242.69,369602.83,11.42,48,8,40,60.55,31.13,692,714,Super Prime,0,Current,1,0.057629,0.336761,369602.83,7172.91,False,0.0,0.0,0.0,0.0
L2400127,ZAAUTO2024-1,B2400127,0,7,SRV-ICICI,20231230,2023-12-30,1326534.53,602553.43,9.19,48,38,10,66.42,39.15,789,793,Excellent,0,Current,1,0.008435,0.376674,602553.43,1914.37,False,0.0,0.0,0.0,454947.02
L2400128,ZAAUTO2024-1,B2400128,9,12,SRV-HDFC,20221230,2022-12-30,623974.4,353286.94,11.01,48,26,22,65.43,49.18,681,681,Prime,0,Current,1,0.108341,0.352021,353286.94,13473.78,False,0.0,0.0,0.0,0.0
L2400129,ZAAUTO2024-1,B2400129,2,8,SRV-HDFC,20220930,2022-09-30,968239.53,580933.35,8.0,60,35,25,81.69,43.69,867,863,Excellent,0,Current,1,0.004372,0.340581,580933.35,865.11,False,0.0,0.0,0.0,0.0
L2400130,ZAAUTO2024-1,B2400130,4,3,SRV-HDFC,20230830,2023-08-30,1069451.27,770229.5,12.45,48,34,14,70.89,39.57,695,687,Prime,0,Current,1,0.098817,0.382303,770229.5,29097.72,False,0.0,0.0,0.0,0.0
L2400131,ZAAUTO2024-1,B2400131,5,11,SRV-BAJAJ,20211030,2021-10-30,860946.95,463791.44,8.97,72,36,36,73.76,31.19,671,663,Prime,89,60-89 DPD,2,0.425791,0.38671,463791.44,76366.76,False,0.0,0.0,0.0,0.0
L2400132,ZAAUTO2024-1,B2400132,5,2,SRV-HDFC,20220830,2022-08-30,524346.61,257210.01,11.64,48,22,26,74.68,45.7,766,782,Excellent,0,Current,1,0.010492,0.397651,257210.01,1073.08,False,0.0,0.0,0.0,0.0
L2400133,ZAAUTO2024-1,B2400133,1,1,SRV-ICICI,20210630,2021-06-30,812933.15,417212.88,12.92,72,32,40,68.05,30.1,764,733,Super Prime,0,Current,1,0.035889,0.376158,417212.88,5632.29,False,0.0,0.0,0.0,0.0
L2400134,ZAAUTO2024-1,B2400134,6,11,SRV-BAJAJ,20220330,2022-03-30,821343.4,416629.97,8.08,60,29,31,71.5,15.84,792,827,Excellent,0,Current,1,0.00534,0.413335,416629.97,919.58,False,0.0,0.0,0.0,0.0
L2400135,ZAAUTO2024-1,B2400135,8,3,SRV-BAJAJ,20240330,2024-03-30,1479262.11,1320910.34,9.34,84,77,7,75.93,26.45,824,851,Excellent,0,Current,1,0.004571,0.337753,1320910.34,2039.35,False,0.0,0.0,0.0,0.0
L2400136,ZAAUTO2024-1,B2400136,3,10,SRV-BAJAJ,20220130,2022-01-30,868263.26,429574.31,11.4,60,27,33,76.32,31.36,669,679,Prime,0,Current,1,0.111455,0.408365,429574.31,19551.72,False,0.0,0.0,0.0,0.0
L2400137,ZAAUTO2024-1,B2400137,7,10,SRV-ICICI,20220830,2022-08-30,1259486.61,849574.99,10.64,72,46,26,69.88,31.91,738,768,Excellent,31,30-59 DPD,2,0.126145,0.383559,849574.99,41106.03,False,0.0,0.0,0.0,0.0
L2400138,ZAAUTO2024-1,B2400138,0,6,SRV-BAJAJ,20211130,2021-11-30,2432439.48,1091315.38,9.05,60,25,35,69.82,13.43,663,640,Near Prime,0,Current,1,0.158152,0.398514,1091315.38,68781.15,False,0.0,0.0,0.0,0.0
L2400139,ZAAUTO2024-1,B2400139,7,3,SRV-BAJAJ,20240330,2024-03-30,1541485.08,1331809.18,10.66,60,53,7,43.43,28.27,772,716,Super Prime,0,Current,2,0.227447,0.355333,1331809.18,107635.97,False,0.0,0.0,0.0,0.0
L2400140,ZAAUTO2024-1,B2400140,6,3,SRV-ICICI,20220930,2022-09-30,868150.47,534318.95,10.81,60,35,25,75.73,37.29,729,741,Super Prime,0,Current,1,0.029067,0.496955,534318.95,7718.3,False,0.0,0.0,0.0,0.0
L2400141,ZAAUTO2024-1,B2400141,2,4,SRV-ICICI,20220630,2022-06-30,1070358.18,614428.01,11.53,60,32,28,71.18,12.62,719,734,Super Prime,0,Current,1,0.034962,0.35684,614428.01,7665.57,False,0.0,0.0,0.0,0.0
L2400142,ZAAUTO2024-1,B2400142,5,8,SRV-BAJAJ,20211230,2021-12-30,1818823.68,862643.43,10.66,60,26,34,62.9,27.53,770,786,Excellent,0,Current,1,0.009655,0.288297,862643.43,2401.08,False,0.0,0.0,0.0,0.0
L2400143,ZAAUTO2024-1,B2400143,9,2,SRV-ICICI,20231130,2023-11-30,912382.62,545315.21,12.57,60,49,11,86.71,36.01,819,796,Excellent,0,Current,1,0.007994,0.324271,545315.21,1413.59,False,0.0,0.0,0.0,211233.25
L2400144,ZAAUTO2024-1,B2400144,0,10,SRV-HDFC,20221230,2022-12-30,551447.51,421269.64,10.39,84,62,22,95.0,44.31,655,628,Near Prime,23,1-29 DPD,1,0.166275,0.439992,421269.64,30819.84,False,0.0,0.0,0.0,0.0
L2400145,ZAAUTO2024-1,B2400145,3,7,SRV-ICICI,20220730,2022-07-30,862992.97,399568.94,10.05,48,21,27,47.31,41.27,671,644,Near Prime,0,Current,1,0.154826,0.265324,399568.94,16413.95,False,0.0,0.0,0.0,0.0
L2400146,ZAAUTO2024-1,B2400146,2,11,SRV-BAJAJ,20221030,2022-10-30,1232277.05,659325.03,12.69,48,24,24,69.52,34.2,797,745,Super Prime,0,Current,2,0.155352,0.3672,659325.03,37611.28,False,0.0,0.0,0.0,0.0
L2400147,ZAAUTO2024-1,B2400147,3,6,SRV-BAJAJ,20211230,2021-12-30,1087349.73,249701.91,12.18,60,26,34,81.25,37.6,758,752,Excellent,0,Current,1,0.021725,0.403667,249701.91,2189.85,False,0.0,0.0,0.0,289906.67
L2400148,ZAAUTO2024-1,B2400148,0,9,SRV-HDFC,20230130,2023-01-30,727837.73,576398.51,14.04,84,63,21,76.91,43.07,787,765,Excellent,47,30-59 DPD,2,0.128912,0.387754,576398.51,28812.0,False,0.0,0.0,0.0,0.0
L2400149,ZAAUTO2024-1,B2400149,7,8,SRV-HDFC,20220430,2022-04-30,1548789.95,332845.99,10.28,60,30,30,67.54,18.85,704,713,Super Prime,0,Current,1,0.058983,0.417432,332845.99,8195.11,False,0.0,0.0,0.0,522842.45
L2400150,ZAAUTO2024-1,B2400150,7,8,SRV-HDFC,20210830,2021-08-30,478234.27,0.0,12.57,36,0,38,74.37,35.98,726,758,Excellent,0,Current,1,0.018584,0.268091,0.0,0.0,False,0.0,0.0,0.0,0.0
L2400151,ZAAUTO2024-1,B2400151,4,11,SRV-HDFC,20240430,2024-04-30,594628.88,485288.71,12.66,36,30,6,66.72,37.34,774,780,Excellent,0,Current,1,0.010954,0.266282,485288.71,1415.48,False,0.0,0.0,0.0,0.0
L2400152,ZAAUTO2024-1,B2400152,7,1,SRV-BAJAJ,20220430,2022-04-30,865991.55,471447.73,11.76,60,30,30,70.18,45.32,725,725,Super Prime,0,Current,1,0.044086,0.338113,471447.73,7027.42,False,0.0,0.0,0.0,0.0
L2400153,ZAAUTO2024-1,B2400153,1,11,SRV-HDFC,20221130,2022-11-30,331473.08,216352.5,12.26,60,37,23,56.84,55.68,731,748,Super Prime,0,Current,1,0.024143,0.369882,216352.5,1932.03,False,0.0,0.0,0.0,0.0
L2400154,ZAAUTO2024-1,B2400154,0,14,SRV-ICICI,20220228,2022-02-28,834612.5,426238.11,11.39,60,28,32,72.06,28.73,747,756,Excellent,0,Current,1,0.01957,0.494218,426238.11,4122.5,False,0.0,0.0,0.0,0.0
L2400155,ZAAUTO2024-1,B2400155,2,13,SRV-ICICI,20220730,2022-07-30,854266.86,404017.64,12.18,48,21,27,49.1,19.62,829,830,Excellent,18,1-29 DPD,1,0.005205,0.308293,404017.64,648.28,False,0.0,0.0,0.0,0.0
L2400156,ZAAUTO2024-1,B2400156,5,14,SRV-ICICI,20230228,2023-02-28,3727821.27,2550520.49,9.89,60,40,20,58.09,36.05,736,729,Super Prime,0,Current,1,0.039811,0.298031,2550520.49,30261.96,False,0.0,0.0,0.0,0.0
L2400157,ZAAUTO2024-1,B2400157,5,12,SRV-BAJAJ,20231130,2023-11-30,1135784.94,923850.05,11.13,60,49,11,71.82,42.14,785,739,Super Prime,13,1-29 DPD,1,0.030648,0.379007,923850.05,10731.43,False,0.0,0.0,0.0,0.0
L2400158,ZAAUTO2024-1,B2400158,9,13,SRV-HDFC,20231030,2023-10-30,1158686.72,929603.64,11.76,60,48,12,62.43,30.83,820,839,Excellent,0,Current,1,0.004875,0.285223,929603.64,1292.62,False,0.0,0.0,0.0,0.0
L2400159,ZAAUTO2024-1,B2400159,9,1,SRV-BAJAJ,20231130,2023-11-30,1256017.39,1014157.08,9.22,60,49,11,68.88,37.49,676,624,Near Prime,0,Current,2,0.511075,0.391061,1014157.08,202691.17,False,0.0,0.0,0.0,0.0
L2400160,ZAAUTO2024-1,B2400160,2,4,SRV-ICICI,20220630,2022-06-30,1217899.09,542044.88,10.55,48,20,28,81.33,36.43,768,758,Excellent,35,30-59 DPD,2,0.136459,0.480077,542044.88,35509.75,False,0.0,0.0,0.0,0.0
L2400161,ZAAUTO2024-1,B2400161,1,13,SRV-ICICI,20231030,2023-10-30,1589896.17,1055268.78,9.65,36,24,12,62.17,28.46,748,697,Prime,0,Current,2,0.297021,0.352343,1055268.78,110437.28,False,0.0,0.0,0.0,0.0
L2400162,ZAAUTO2024-1,B2400162,8,14,SRV-ICICI,20231030,2023-10-30,631268.57,476175.71,12.17,48,36,12,78.91,35.29,673,693,Prime,0,Current,1,0.089183,0.435001,476175.71,18473.11,False,0.0,0.0,0.0,0.0
L2400163,ZAAUTO2024-1,B2400163,8,2,SRV-HDFC,20220730,2022-07-30,1642336.96,959807.53,10.66,60,33,27,71.85,24.61,690,670,Prime,66,60-89 DPD,2,0.402106,0.345509,959807.53,133347.46,False,0.0,0.0,0.0,0.0
L2400164,ZAAUTO2024-1,B2400164,8,14,SRV-HDFC,20221230,2022-12-30,1947585.56,1440986.06,14.18,72,50,22,89.74,42.02,816,841,Excellent,20,1-29 DPD,1,0.004815,0.368639,1440986.06,2557.8,False,0.0,0.0,0.0,0.0
L2400165,ZAAUTO2024-1,B2400165,1,1,SRV-HDFC,20210630,2021-06-30,868090.22,160338.23,9.59,48,8,40,71.77,50.92,780,784,Excellent,0,Current,1,0.010059,0.358079,160338.23,577.53,False,0.0,0.0,0.0,0.0
L2400166,ZAAUTO2024-1,B2400166,5,11,SRV-HDFC,20221130,2022-11-30,656276.9,420523.89,9.98,60,37,23,64.56,38.75,752,746,Super Prime,26,1-29 DPD,1,0.025457,0.370023,420523.89,3961.13,False,0.0,0.0,0.0,0.0
L2400167,ZAAUTO2024-1,B2400167,1,2,SRV-ICICI,20220530,2022-05-30,521625.46,108578.2,10.17,36,7,29,74.45,28.69,802,838,Excellent,0,Current,1,0.004907,0.483572,108578.2,257.63,False,0.0,0.0,0.0,0.0
L2400168,ZAAUTO2024-1,B2400168,3,8,SRV-ICICI,20210630,2021-06-30,713323.35,0.0,8.62,36,0,40,69.24,40.32,811,812,Excellent,0,Current,1,0.006278,0.185858,0.0,0.0,False,0.0,0.0,0.0,0.0
L2400169,ZAAUTO2024-1,B2400169,2,10,SRV-HDFC,20230930,2023-09-30,480249.17,380612.13,12.74,60,47,13,75.95,33.88,701,713,Super Prime,25,1-29 DPD,1,0.058983,0.378119,380612.13,8488.63,False,0.0,0.0,0.0,0.0
L2400170,ZAAUTO2024-1,B2400170,1,6,SRV-HDFC,20211130,2021-11-30,1057542.89,601877.2,11.51,72,37,35,69.96,29.13,815,823,Excellent,0,Current,1,0.005544,0.378278,601877.2,1262.23,False,0.0,0.0,0.0,0.0
L2400171,ZAAUTO2024-1,B2400171,4,12,SRV-BAJAJ,20240130,2024-01-30,609854.02,508450.9,8.97,60,51,9,69.49,26.58,772,757,Excellent,31,30-59 DPD,2,0.137674,0.329196,508450.9,23043.77,False,0.0,0.0,0.0,0.0
L2400172,ZAAUTO2024-1,B2400172,2,8,SRV-ICICI,20220630,2022-06-30,781789.41,343993.63,9.46,48,20,28,56.51,42.04,748,717,Super Prime,0,Current,1,0.053684,0.298543,343993.63,5513.16,False,0.0,0.0,0.0,0.0
L2400173,ZAAUTO2024-1,B2400173,0,11,SRV-HDFC,20210530,2021-05-30,605707.28,0.0,11.01,36,0,41,76.4,38.34,744,688,Prime,0,Current,2,0.333032,0.34161,0.0,0.0,False,0.0,0.0,0.0,0.0
L2400174,ZAAUTO2024-1,B2400174,3,0,SRV-BAJAJ,20220930,2022-09-30,1321079.84,689463.97,14.1,48,23,25,63.72,28.84,765,759,Excellent,0,Current,1,0.018112,0.272791,689463.97,3406.5,False,0.0,0.0,0.0,0.0
L2400175,ZAAUTO2024-1,B2400175,0,3,SRV-HDFC,20210630,2021-06-30,702642.8,0.0,14.02,36,0,40,69.3,49.5,768,764,Excellent,0,Current,1,0.015958,0.39648,0.0,0.0,False,0.0,0.0,0.0,0.0
L2400176,ZAAUTO2024-1,B2400176,1,2,SRV-HDFC,20220830,2022-08-30,492335.64,359570.65,11.09,84,58,26,68.91,25.14,770,770,Excellent,0,Current,1,0.013776,0.290694,359570.65,1439.98,False,0.0,0.0,0.0,0.0
L2400177,ZAAUTO2024-1,B2400177,1,1,SRV-HDFC,20230228,2023-02-28,1169629.12,931697.75,13.24,84,64,20,68.18,47.77,752,719,Super Prime,0,Current,1,0.051156,0.355,931697.75,16919.98,False,0.0,0.0,0.0,0.0
L2400178,ZAAUTO2024-1,B2400178,9,9,SRV-ICICI,20231230,2023-12-30,767103.94,649621.08,8.88,72,62,10,59.27,31.85,726,727,Super Prime,0,Current,1,0.041905,0.324134,649621.08,8823.6,False,0.0,0.0,0.0,0.0
L2400179,ZAAUTO2024-1,B2400179,2,5,SRV-ICICI,20230330,2023-03-30,1908155.59,1203422.48,12.73,48,29,19,83.91,42.64,685,709,Super Prime,0,Current,1,0.064584,0.461762,1203422.48,35889.23,False,0.0,0.0,0.0,0.0
L2400180,ZAAUTO2024-1,B2400180,4,8,SRV-ICICI,20211230,2021-12-30,926820.56,298737.32,11.21,48,14,34,77.94,37.8,590,575,Subprime,240,90+ DPD,3,1.0,0.338869,298737.32,101232.95,True,101232.95,142033.8,101232.95,0.0
L2400181,ZAAUTO2024-1,B2400181,5,0,SRV-BAJAJ,20220930,2022-09-30,1230910.79,908587.84,10.81,84,59,25,79.55,36.21,694,691,Prime,240,90+ DPD,3,1.0,0.364273,908587.84,330974.28,True,330974.28,512872.41,330974.28,0.0
L2400182,ZAAUTO2024-1,B2400182,6,13,SRV-HDFC,20220228,2022-02-28,1912604.08,396511.92,10.76,48,16,32,60.44,31.52,735,754,Excellent,0,Current,1,0.020616,0.35671,396511.92,2915.97,False,0.0,0.0,0.0,313372.67
L2400183,ZAAUTO2024-1,B2400183,2,6,SRV-HDFC,20230630,2023-06-30,787251.0,533790.66,10.81,48,32,16,72.64,33.56,718,709,Super Prime,69,60-89 DPD,2,0.251461,0.332928,533790.66,44688.16,False,0.0,0.0,0.0,0.0
L2400184,ZAAUTO2024-1,B2400184,6,7,SRV-BAJAJ,20210530,2021-05-30,1416079.81,543439.33,13.47,72,31,41,65.45,46.8,721,712,Super Prime,27,1-29 DPD,1,0.060356,0.311829,543439.33,10227.96,False,0.0,0.0,0.0,178342.93
L2400185,ZAAUTO2024-1,B2400185,0,5,SRV-HDFC,20210830,2021-08-30,1001018.44,404579.79,9.94,60,22,38,74.95,25.75,834,841,Excellent,0,Current,1,0.004815,0.362331,404579.79,705.86,False,0.0,0.0,0.0,0.0
L2400186,ZAAUTO2024-1,B2400186,9,9,SRV-BAJAJ,20220730,2022-07-30,531790.39,312131.93,11.11,60,33,27,77.73,33.39,754,683,Prime,0,Current,2,0.352979,0.327076,312131.93,36035.93,False,0.0,0.0,0.0,0.0
L2400187,ZAAUTO2024-1,B2400187,7,14,SRV-HDFC,20220228,2022-02-28,1224982.34,456121.58,12.89,48,16,32,75.93,42.04,753,714,Super Prime,0,Current,1,0.057629,0.327346,456121.58,8604.49,False,0.0,0.0,0.0,0.0
L2400188,ZAAUTO2024-1,B2400188,8,14,SRV-BAJAJ,20221130,2022-11-30,909584.26,597537.99,13.08,60,37,23,58.76,16.68,763,756,Excellent,0,Current,1,0.01957,0.324871,597537.99,3798.97,False,0.0,0.0,0.0,0.0
L2400189,ZAAUTO2024-1,B2400189,2,4,SRV-BAJAJ,20220130,2022-01-30,766084.57,448260.68,10.11,72,39,33,71.28,39.15,693,710,Super Prime,0,Current,1,0.063157,0.371399,448260.68,10514.68,False,0.0,0.0,0.0,0.0
L2400190,ZAAUTO2024-1,B2400190,8,14,SRV-ICICI,20210930,2021-09-30,1116008.45,303430.63,12.77,60,23,37,74.66,26.71,764,755,Excellent,0,Current,1,0.020085,0.330874,303430.63,2016.53,False,0.0,0.0,0.0,193805.81
L2400191,ZAAUTO2024-1,B2400191,6,6,SRV-BAJAJ,20240229,2024-02-29,699765.78,536040.94,11.2,36,28,8,69.1,32.75,695,669,Prime,0,Current,1,0.126252,0.38817,536040.94,26269.92,False,0.0,0.0,0.0,0.0
L2400192,ZAAUTO2024-1,B2400192,8,5,SRV-BAJAJ,20240229,2024-02-29,751382.69,610535.24,8.0,48,40,8,64.93,39.2,727,729,Super Prime,0,Current,1,0.039811,0.236256,610535.24,5742.5,False,0.0,0.0,0.0,0.0
L2400193,ZAAUTO2024-1,B2400193,4,13,SRV-BAJAJ,20211130,2021-11-30,1631564.13,934446.77,12.04,72,37,35,70.54,25.27,737,737,Super Prime,0,Current,1,0.032311,0.288792,934446.77,8719.53,False,0.0,0.0,0.0,0.0
L2400194,ZAAUTO2024-1,B2400194,0,12,SRV-HDFC,20210930,2021-09-30,893709.44,234502.81,12.79,48,11,37,66.92,17.19,691,681,Prime,33,30-59 DPD,2,0.360853,0.295465,234502.81,25002.52,False,0.0,0.0,0.0,0.0
L2400195,ZAAUTO2024-1,B2400195,8,4,SRV-HDFC,20240330,2024-03-30,570177.15,243734.95,10.83,36,29,7,71.13,23.62,819,791,Excellent,0,Current,1,0.008754,0.369987,243734.95,789.45,False,0.0,0.0,0.0,216887.9
L2400196,ZAAUTO2024-1,B2400196,8,14,SRV-HDFC,20211030,2021-10-30,3168780.52,1988914.57,10.71,84,48,36,73.12,37.39,729,735,Super Prime,8,1-29 DPD,1,0.034057,0.426822,1988914.57,28911.8,False,0.0,0.0,0.0,0.0
L2400197,ZAAUTO2024-1,B2400197,3,1,SRV-ICICI,20240430,2024-04-30,1588058.21,1397401.83,12.48,60,54,6,75.13,31.7,894,896,Excellent,10,1-29 DPD,1,0.004115,0.307954,1397401.83,1770.73,False,0.0,0.0,0.0,0.0
L2400198,ZAAUTO2024-1,B2400198,4,6,SRV-HDFC,20230730,2023-07-30,938076.34,716355.16,12.08,60,45,15,67.93,36.31,810,767,Excellent,0,Current,1,0.014816,0.284504,716355.16,3019.51,False,0.0,0.0,0.0,0.0
L2400199,ZAAUTO2024-1,B2400199,6,3,SRV-HDFC,20231230,2023-12-30,848064.09,724437.46,11.46,72,62,10,63.84,29.81,754,754,Excellent,0,Current,1,0.020616,0.371758,724437.46,5552.3,False,0.0,0.0,0.0,0.0
L2400200,ZAAUTO2024-1,B2400200,4,14,SRV-ICICI,20220730,2022-07-30,437939.33,258323.01,11.63,60,33,27,88.75,21.49,639,613,Near Prime,0,Current,1,0.173184,0.34895,258323.01,15611.13,False,0.0,0.0,0.0,0.0
L2400201,ZAAUTO2024-1,B2400201,2,12,SRV-HDFC,20211030,2021-10-30,1046714.57,600245.2,14.04,72,36,36,60.15,19.68,670,665,Prime,0,Current,1,0.131706,0.316629,600245.2,25031.48,False,0.0,0.0,0.0,0.0
L2400202,ZAAUTO2024-1,B2400202,0,13,SRV-BAJAJ,20230830,2023-08-30,1479203.39,1051162.7,9.8,48,34,14,68.25,28.81,754,714,Super Prime,0,Current,1,0.057629,0.341817,1051162.7,20706.26,False,0.0,0.0,0.0,0.0
L2400203,ZAAUTO2024-1,B2400203,4,5,SRV-ICICI,20211030,2021-10-30,909865.28,242764.43,8.0,48,12,36,55.67,37.53,733,750,Excellent,0,Current,1,0.0229,0.317299,242764.43,1763.97,False,0.0,0.0,0.0,0.0
L2400204,ZAAUTO2024-1,B2400204,0,7,SRV-HDFC,20220830,2022-08-30,928189.76,628101.88,11.0,72,46,26,76.44,40.73,859,876,Excellent,60,60-89 DPD,2,0.100586,0.21402,628101.88,13521.39,False,0.0,0.0,0.0,0.0
L2400205,ZAAUTO2024-1,B2400205,6,1,SRV-ICICI,20231230,2023-12-30,596574.35,471029.06,12.47,48,38,10,70.37,24.92,795,785,Excellent,0,Current,1,0.009853,0.352634,471029.06,1636.67,False,0.0,0.0,0.0,0.0
L2400206,ZAAUTO2024-1,B2400206,0,4,SRV-HDFC,20231230,2023-12-30,683564.92,566104.68,11.73,60,50,10,51.93,38.21,822,789,Excellent,0,Current,1,0.009096,0.323748,566104.68,1667.13,False,0.0,0.0,0.0,0.0
L2400207,ZAAUTO2024-1,B2400207,4,12,SRV-HDFC,20240330,2024-03-30,382028.87,328740.36,9.02,60,53,7,67.32,43.14,729,694,Prime,180,90+ DPD,3,1.0,0.341637,328740.36,112309.86,True,112309.86,86963.2,112309.86,0.0
