SnapshotDate,SnapshotDateKey,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,RollFlag,CurrentBalance,RBI_SMA_Class,CureFlag,RepossessionFlag,WriteOffFlag
2024-09-30,20240930,L2400064,ZAAUTO2024-1,39,30-59 DPD,30-59 DPD,Same,1235981.89,SMA-1,False,False,False
2024-10-30,20241030,L2400064,ZAAUTO2024-1,69,60-89 DPD,30-59 DPD,Forward Roll,1235981.89,SMA-2,False,False,False
2023-11-30,20231130,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2023-12-30,20231230,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-01-30,20240130,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-02-29,20240229,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-03-30,20240330,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-04-30,20240430,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-05-30,20240530,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-06-30,20240630,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-07-30,20240730,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-08-30,20240830,L2400065,ZAAUTO2024-1,0,Current,Current,Same,354083.26,Standard,False,False,False
2024-09-30,20240930,L2400065,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,354083.26,SMA-0,False,False,False
2024-10-30,20241030,L2400065,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,354083.26,Standard,True,False,False
2023-11-30,20231130,L2400066,ZAAUTO2024-1,60,60-89 DPD,Current,Same,872928.77,SMA-1,False,False,False
2023-12-30,20231230,L2400066,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,872928.77,SMA-1,False,False,False
2024-01-30,20240130,L2400066,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,872928.77,SMA-1,False,False,False
2024-02-29,20240229,L2400066,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,872928.77,SMA-0,False,False,False
2024-03-30,20240330,L2400066,ZAAUTO2024-1,60,60-89 DPD,30-59 DPD,Forward Roll,872928.77,SMA-1,False,False,False
2024-04-30,20240430,L2400066,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,872928.77,SMA-1,False,False,False
2024-05-30,20240530,L2400066,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,872928.77,SMA-1,False,False,False
2024-06-30,20240630,L2400066,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,872928.77,SMA-0,False,False,False
2024-07-30,20240730,L2400066,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,872928.77,SMA-0,False,False,False
2024-08-30,20240830,L2400066,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,872928.77,SMA-0,False,False,False
2024-09-30,20240930,L2400066,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,872928.77,Standard,True,False,False
2024-10-30,20241030,L2400066,ZAAUTO2024-1,0,Current,Current,Same,872928.77,Standard,False,False,False
2023-11-30,20231130,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2023-12-30,20231230,L2400067,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,890714.82,SMA-0,False,False,False
2024-01-30,20240130,L2400067,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,890714.82,SMA-0,False,False,False
2024-02-29,20240229,L2400067,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,890714.82,Standard,True,False,False
2024-03-30,20240330,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-04-30,20240430,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-05-30,20240530,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-06-30,20240630,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-07-30,20240730,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-08-30,20240830,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-09-30,20240930,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2024-10-30,20241030,L2400067,ZAAUTO2024-1,0,Current,Current,Same,890714.82,Standard,False,False,False
2023-11-30,20231130,L2400068,ZAAUTO2024-1,0,Current,Current,Same,308304.48,Standard,False,False,False
2023-12-30,20231230,L2400068,ZAAUTO2024-1,0,Current,Current,Same,308304.48,Standard,False,False,False
2024-01-30,20240130,L2400068,ZAAUTO2024-1,0,Current,Current,Same,308304.48,Standard,False,False,False
2024-02-29,20240229,L2400068,ZAAUTO2024-1,0,Current,Current,Same,308304.48,Standard,False,False,False
2024-03-30,20240330,L2400068,ZAAUTO2024-1,12,1-29 DPD,Current,Forward Roll,308304.48,SMA-0,False,False,False
2024-04-30,20240430,L2400068,ZAAUTO2024-1,12,1-29 DPD,1-29 DPD,Same,308304.48,SMA-0,False,False,False
2024-05-30,20240530,L2400068,ZAAUTO2024-1,12,1-29 DPD,1-29 DPD,Same,308304.48,SMA-0,False,False,False
2024-06-30,20240630,L2400068,ZAAUTO2024-1,42,30-59 DPD,1-29 DPD,Forward Roll,308304.48,SMA-1,False,False,False
2024-07-30,20240730,L2400068,ZAAUTO2024-1,42,30-59 DPD,30-59 DPD,Same,308304.48,SMA-1,False,False,False
2024-08-30,20240830,L2400068,ZAAUTO2024-1,42,30-59 DPD,30-59 DPD,Same,308304.48,SMA-1,False,False,False
2024-09-30,20240930,L2400068,ZAAUTO2024-1,42,30-59 DPD,30-59 DPD,Same,308304.48,SMA-1,False,False,False
2024-10-30,20241030,L2400068,ZAAUTO2024-1,12,1-29 DPD,30-59 DPD,Backward Roll,308304.48,SMA-0,False,False,False
2023-11-30,20231130,L2400069,ZAAUTO2024-1,120,90+ DPD,Current,Same,1182216.64,NPA,False,False,False
2023-12-30,20231230,L2400069,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,1182216.64,NPA,False,False,False
2024-01-30,20240130,L2400069,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,1182216.64,SMA-1,False,False,False
2024-02-29,20240229,L2400069,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1182216.64,SMA-1,False,False,False
2024-03-30,20240330,L2400069,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1182216.64,SMA-1,False,False,False
2024-04-30,20240430,L2400069,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,1182216.64,SMA-0,False,False,False
2024-05-30,20240530,L2400069,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,1182216.64,SMA-0,False,False,False
2024-06-30,20240630,L2400069,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,1182216.64,SMA-0,False,False,False
2024-07-30,20240730,L2400069,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,1182216.64,SMA-0,False,False,False
2024-08-30,20240830,L2400069,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,1182216.64,Standard,True,False,False
2024-09-30,20240930,L2400069,ZAAUTO2024-1,0,Current,Current,Same,1182216.64,Standard,False,False,False
2024-10-30,20241030,L2400069,ZAAUTO2024-1,0,Current,Current,Same,1182216.64,Standard,False,False,False
2023-11-30,20231130,L2400070,ZAAUTO2024-1,99,90+ DPD,Current,Same,254749.65,NPA,False,False,False
2023-12-30,20231230,L2400070,ZAAUTO2024-1,99,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-01-30,20240130,L2400070,ZAAUTO2024-1,129,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-02-29,20240229,L2400070,ZAAUTO2024-1,129,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-03-30,20240330,L2400070,ZAAUTO2024-1,159,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-04-30,20240430,L2400070,ZAAUTO2024-1,189,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-05-30,20240530,L2400070,ZAAUTO2024-1,159,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-06-30,20240630,L2400070,ZAAUTO2024-1,189,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-07-30,20240730,L2400070,ZAAUTO2024-1,189,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-08-30,20240830,L2400070,ZAAUTO2024-1,159,90+ DPD,90+ DPD,Same,254749.65,NPA,False,True,False
2024-09-30,20240930,L2400070,ZAAUTO2024-1,129,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2024-10-30,20241030,L2400070,ZAAUTO2024-1,129,90+ DPD,90+ DPD,Same,254749.65,NPA,False,False,False
2023-11-30,20231130,L2400071,ZAAUTO2024-1,218,90+ DPD,Current,Same,390998.35,NPA,False,False,True
2023-12-30,20231230,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-01-30,20240130,L2400071,ZAAUTO2024-1,188,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-02-29,20240229,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-03-30,20240330,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-04-30,20240430,L2400071,ZAAUTO2024-1,248,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-05-30,20240530,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-06-30,20240630,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-07-30,20240730,L2400071,ZAAUTO2024-1,218,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-08-30,20240830,L2400071,ZAAUTO2024-1,188,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-09-30,20240930,L2400071,ZAAUTO2024-1,188,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2024-10-30,20241030,L2400071,ZAAUTO2024-1,188,90+ DPD,90+ DPD,Same,390998.35,NPA,False,False,False
2023-11-30,20231130,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2023-12-30,20231230,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-01-30,20240130,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-02-29,20240229,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-03-30,20240330,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-04-30,20240430,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-05-30,20240530,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-06-30,20240630,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-07-30,20240730,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-08-30,20240830,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-09-30,20240930,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2024-10-30,20241030,L2400072,ZAAUTO2024-1,0,Current,Current,Same,139909.92,Standard,False,False,False
2023-11-30,20231130,L2400073,ZAAUTO2024-1,60,60-89 DPD,Current,Same,307108.99,SMA-1,False,False,False
2023-12-30,20231230,L2400073,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,307108.99,SMA-1,False,False,False
2024-01-30,20240130,L2400073,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,307108.99,SMA-0,False,False,False
2024-02-29,20240229,L2400073,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,307108.99,SMA-0,False,False,False
2024-03-30,20240330,L2400073,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,307108.99,SMA-0,False,False,False
2024-04-30,20240430,L2400073,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,307108.99,SMA-0,False,False,False
2024-05-30,20240530,L2400073,ZAAUTO2024-1,60,60-89 DPD,30-59 DPD,Forward Roll,307108.99,SMA-1,False,False,False
2024-06-30,20240630,L2400073,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,307108.99,SMA-0,False,False,False
2024-07-30,20240730,L2400073,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,307108.99,Standard,True,False,False
2024-08-30,20240830,L2400073,ZAAUTO2024-1,0,Current,Current,Same,307108.99,Standard,False,False,False
2024-09-30,20240930,L2400073,ZAAUTO2024-1,0,Current,Current,Same,307108.99,Standard,False,False,False
2024-10-30,20241030,L2400073,ZAAUTO2024-1,0,Current,Current,Same,307108.99,Standard,False,False,False
2023-11-30,20231130,L2400074,ZAAUTO2024-1,30,30-59 DPD,Current,Same,289451.82,SMA-0,False,False,False
2023-12-30,20231230,L2400074,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,289451.82,Standard,True,False,False
2024-01-30,20240130,L2400074,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,289451.82,SMA-0,False,False,False
2024-02-29,20240229,L2400074,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,289451.82,SMA-0,False,False,False
2024-03-30,20240330,L2400074,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,289451.82,Standard,True,False,False
2024-04-30,20240430,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-05-30,20240530,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-06-30,20240630,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-07-30,20240730,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-08-30,20240830,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-09-30,20240930,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2024-10-30,20241030,L2400074,ZAAUTO2024-1,0,Current,Current,Same,289451.82,Standard,False,False,False
2023-11-30,20231130,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2023-12-30,20231230,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-01-30,20240130,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-02-29,20240229,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-03-30,20240330,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-04-30,20240430,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-05-30,20240530,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-06-30,20240630,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-07-30,20240730,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-08-30,20240830,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-09-30,20240930,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2024-10-30,20241030,L2400075,ZAAUTO2024-1,0,Current,Current,Same,446390.33,Standard,False,False,False
2023-11-30,20231130,L2400076,ZAAUTO2024-1,120,90+ DPD,Current,Same,393470.26,NPA,False,False,False
2023-12-30,20231230,L2400076,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,393470.26,NPA,False,False,False
2024-01-30,20240130,L2400076,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,393470.26,NPA,False,False,False
2024-02-29,20240229,L2400076,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,393470.26,NPA,False,False,False
2024-03-30,20240330,L2400076,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,393470.26,NPA,False,False,False
2024-04-30,20240430,L2400076,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,393470.26,SMA-1,False,False,False
2024-05-30,20240530,L2400076,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,393470.26,SMA-0,False,False,False
2024-06-30,20240630,L2400076,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,393470.26,Standard,True,False,False
2024-07-30,20240730,L2400076,ZAAUTO2024-1,0,Current,Current,Same,393470.26,Standard,False,False,False
2024-08-30,20240830,L2400076,ZAAUTO2024-1,0,Current,Current,Same,393470.26,Standard,False,False,False
2024-09-30,20240930,L2400076,ZAAUTO2024-1,0,Current,Current,Same,393470.26,Standard,False,False,False
2024-10-30,20241030,L2400076,ZAAUTO2024-1,0,Current,Current,Same,393470.26,Standard,False,False,False
2023-11-30,20231130,L2400077,ZAAUTO2024-1,30,30-59 DPD,Current,Same,595159.05,SMA-0,False,False,False
2023-12-30,20231230,L2400077,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,595159.05,SMA-0,False,False,False
2024-01-30,20240130,L2400077,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,595159.05,Standard,True,False,False
2024-02-29,20240229,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2024-03-30,20240330,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2024-04-30,20240430,L2400077,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,595159.05,SMA-0,False,False,False
2024-05-30,20240530,L2400077,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,595159.05,SMA-0,False,False,False
2024-06-30,20240630,L2400077,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,595159.05,Standard,True,False,False
2024-07-30,20240730,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2024-08-30,20240830,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2024-09-30,20240930,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2024-10-30,20241030,L2400077,ZAAUTO2024-1,0,Current,Current,Same,595159.05,Standard,False,False,False
2023-11-30,20231130,L2400078,ZAAUTO2024-1,120,90+ DPD,Current,Same,0.0,NPA,False,True,False
2023-12-30,20231230,L2400078,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,0.0,NPA,False,False,False
2024-01-30,20240130,L2400078,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,0.0,NPA,False,False,False
2024-02-29,20240229,L2400078,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,0.0,SMA-1,False,False,False
2024-03-30,20240330,L2400078,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,0.0,SMA-1,False,False,False
2024-04-30,20240430,L2400078,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,0.0,SMA-1,False,False,False
2024-05-30,20240530,L2400078,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,0.0,SMA-0,False,False,False
2024-06-30,20240630,L2400078,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,0.0,Standard,True,False,False
2024-07-30,20240730,L2400078,ZAAUTO2024-1,0,Current,Current,Same,0.0,Standard,False,False,False
2024-08-30,20240830,L2400078,ZAAUTO2024-1,0,Current,Current,Same,0.0,Standard,False,False,False
2024-09-30,20240930,L2400078,ZAAUTO2024-1,0,Current,Current,Same,0.0,Standard,False,False,False
2024-10-30,20241030,L2400078,ZAAUTO2024-1,27,1-29 DPD,Current,Forward Roll,0.0,SMA-0,False,False,False
2023-11-30,20231130,L2400079,ZAAUTO2024-1,30,30-59 DPD,Current,Same,303775.11,SMA-0,False,False,False
2023-12-30,20231230,L2400079,ZAAUTO2024-1,60,60-89 DPD,30-59 DPD,Forward Roll,303775.11,SMA-1,False,False,False
2024-01-30,20240130,L2400079,ZAAUTO2024-1,90,90+ DPD,60-89 DPD,Forward Roll,303775.11,NPA,False,False,False
2024-02-29,20240229,L2400079,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,303775.11,NPA,False,False,False
2024-03-30,20240330,L2400079,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,303775.11,SMA-1,False,False,False
2024-04-30,20240430,L2400079,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,303775.11,SMA-0,False,False,False
2024-05-30,20240530,L2400079,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,303775.11,Standard,True,False,False
2024-06-30,20240630,L2400079,ZAAUTO2024-1,0,Current,Current,Same,303775.11,Standard,False,False,False
2024-07-30,20240730,L2400079,ZAAUTO2024-1,0,Current,Current,Same,303775.11,Standard,False,False,False
2024-08-30,20240830,L2400079,ZAAUTO2024-1,0,Current,Current,Same,303775.11,Standard,False,False,False
2024-09-30,20240930,L2400079,ZAAUTO2024-1,0,Current,Current,Same,303775.11,Standard,False,False,False
2024-10-30,20241030,L2400079,ZAAUTO2024-1,0,Current,Current,Same,303775.11,Standard,False,False,False
2023-11-30,20231130,L2400080,ZAAUTO2024-1,60,60-89 DPD,Current,Same,427119.7,SMA-1,False,False,False
2023-12-30,20231230,L2400080,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,427119.7,SMA-1,False,False,False
2024-01-30,20240130,L2400080,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,427119.7,SMA-0,False,False,False
2024-02-29,20240229,L2400080,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,427119.7,SMA-0,False,False,False
2024-03-30,20240330,L2400080,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,427119.7,SMA-0,False,False,False
2024-04-30,20240430,L2400080,ZAAUTO2024-1,60,60-89 DPD,30-59 DPD,Forward Roll,427119.7,SMA-1,False,False,False
2024-05-30,20240530,L2400080,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,427119.7,SMA-1,False,False,False
2024-06-30,20240630,L2400080,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,427119.7,SMA-1,False,False,False
2024-07-30,20240730,L2400080,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,427119.7,SMA-1,False,False,False
2024-08-30,20240830,L2400080,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,427119.7,SMA-0,False,False,False
2024-09-30,20240930,L2400080,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,427119.7,Standard,True,False,False
2024-10-30,20241030,L2400080,ZAAUTO2024-1,0,Current,Current,Same,427119.7,Standard,False,False,False
2023-11-30,20231130,L2400081,ZAAUTO2024-1,110,90+ DPD,Current,Same,236543.26,NPA,False,False,False
2023-12-30,20231230,L2400081,ZAAUTO2024-1,140,90+ DPD,90+ DPD,Same,236543.26,NPA,False,False,False
2024-01-30,20240130,L2400081,ZAAUTO2024-1,110,90+ DPD,90+ DPD,Same,236543.26,NPA,False,False,False
2024-02-29,20240229,L2400081,ZAAUTO2024-1,110,90+ DPD,90+ DPD,Same,236543.26,NPA,False,False,False
2024-03-30,20240330,L2400081,ZAAUTO2024-1,80,60-89 DPD,90+ DPD,Backward Roll,236543.26,SMA-2,False,False,False
2024-04-30,20240430,L2400081,ZAAUTO2024-1,50,30-59 DPD,60-89 DPD,Backward Roll,236543.26,SMA-1,False,False,False
2024-05-30,20240530,L2400081,ZAAUTO2024-1,20,1-29 DPD,30-59 DPD,Backward Roll,236543.26,SMA-0,False,False,False
2024-06-30,20240630,L2400081,ZAAUTO2024-1,20,1-29 DPD,1-29 DPD,Same,236543.26,SMA-0,False,False,False
2024-07-30,20240730,L2400081,ZAAUTO2024-1,20,1-29 DPD,1-29 DPD,Same,236543.26,SMA-0,False,False,False
2024-08-30,20240830,L2400081,ZAAUTO2024-1,20,1-29 DPD,1-29 DPD,Same,236543.26,SMA-0,False,False,False
2024-09-30,20240930,L2400081,ZAAUTO2024-1,50,30-59 DPD,1-29 DPD,Forward Roll,236543.26,SMA-1,False,False,False
2024-10-30,20241030,L2400081,ZAAUTO2024-1,50,30-59 DPD,30-59 DPD,Same,236543.26,SMA-1,False,False,False
2023-11-30,20231130,L2400082,ZAAUTO2024-1,100,90+ DPD,Current,Same,984569.7,NPA,False,False,False
2023-12-30,20231230,L2400082,ZAAUTO2024-1,100,90+ DPD,90+ DPD,Same,984569.7,NPA,False,False,False
2024-01-30,20240130,L2400082,ZAAUTO2024-1,100,90+ DPD,90+ DPD,Same,984569.7,NPA,False,False,False
2024-02-29,20240229,L2400082,ZAAUTO2024-1,100,90+ DPD,90+ DPD,Same,984569.7,NPA,False,False,False
2024-03-30,20240330,L2400082,ZAAUTO2024-1,70,60-89 DPD,90+ DPD,Backward Roll,984569.7,SMA-2,False,False,False
2024-04-30,20240430,L2400082,ZAAUTO2024-1,70,60-89 DPD,60-89 DPD,Same,984569.7,SMA-2,False,False,False
2024-05-30,20240530,L2400082,ZAAUTO2024-1,40,30-59 DPD,60-89 DPD,Backward Roll,984569.7,SMA-1,False,False,False
2024-06-30,20240630,L2400082,ZAAUTO2024-1,70,60-89 DPD,30-59 DPD,Forward Roll,984569.7,SMA-2,False,False,False
2024-07-30,20240730,L2400082,ZAAUTO2024-1,40,30-59 DPD,60-89 DPD,Backward Roll,984569.7,SMA-1,False,False,False
2024-08-30,20240830,L2400082,ZAAUTO2024-1,40,30-59 DPD,30-59 DPD,Same,984569.7,SMA-1,False,False,False
2024-09-30,20240930,L2400082,ZAAUTO2024-1,40,30-59 DPD,30-59 DPD,Same,984569.7,SMA-1,False,False,False
2024-10-30,20241030,L2400082,ZAAUTO2024-1,70,60-89 DPD,30-59 DPD,Forward Roll,984569.7,SMA-2,False,False,False
2023-11-30,20231130,L2400083,ZAAUTO2024-1,90,90+ DPD,Current,Same,1015480.94,NPA,False,False,False
2023-12-30,20231230,L2400083,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,1015480.94,SMA-1,False,False,False
2024-01-30,20240130,L2400083,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1015480.94,SMA-1,False,False,False
2024-02-29,20240229,L2400083,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1015480.94,SMA-1,False,False,False
2024-03-30,20240330,L2400083,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1015480.94,SMA-1,False,False,False
2024-04-30,20240430,L2400083,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,1015480.94,SMA-1,False,False,False
2024-05-30,20240530,L2400083,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,1015480.94,SMA-0,False,False,False
2024-06-30,20240630,L2400083,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,1015480.94,Standard,True,False,False
2024-07-30,20240730,L2400083,ZAAUTO2024-1,0,Current,Current,Same,1015480.94,Standard,False,False,False
